AssetID,AssetName,AssetNodeId,MeasurementPointID,MeasurementPointName,PhysicalQuantity,Unit of Measure,Prefix,AccesRights,DataType
33010,WVI-00000002.GK-TST-02.Alarms.Alarm_33010,GK-TST-02.Alarms.Alarm_33010,33010,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33011,WVI-00000002.GK-TST-02.Alarms.Alarm_33011,GK-TST-02.Alarms.Alarm_33011,33011,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33012,WVI-00000002.GK-TST-02.Alarms.Alarm_33012,GK-TST-02.Alarms.Alarm_33012,33012,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33013,WVI-00000002.GK-TST-02.Alarms.Alarm_33013,GK-TST-02.Alarms.Alarm_33013,33013,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33014,WVI-00000002.GK-TST-02.Alarms.Alarm_33014,GK-TST-02.Alarms.Alarm_33014,33014,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33015,WVI-00000002.GK-TST-02.Alarms.Alarm_33015,GK-TST-02.Alarms.Alarm_33015,33015,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33016,WVI-00000002.GK-TST-02.Alarms.Alarm_33016,GK-TST-02.Alarms.Alarm_33016,33016,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33017,WVI-00000002.GK-TST-02.Alarms.Alarm_33017,GK-TST-02.Alarms.Alarm_33017,33017,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33018,WVI-00000002.GK-TST-02.Alarms.Alarm_33018,GK-TST-02.Alarms.Alarm_33018,33018,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33019,WVI-00000002.GK-TST-02.Alarms.Alarm_33019,GK-TST-02.Alarms.Alarm_33019,33019,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33020,WVI-00000002.GK-TST-02.Alarms.Alarm_33020,GK-TST-02.Alarms.Alarm_33020,33020,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
33021,WVI-00000002.GK-TST-02.Alarms.Alarm_33021,GK-TST-02.Alarms.Alarm_33021,33021,ErrorActive,NoQuantity,NoUoM,NoPrefix,Read,Int16
